,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
Body and Soul_1947,False,/wbky6s7YnNgUBE9ENAe4pJfFaUr.jpg,[18],17487,en,Body and Soul,"Charley Davis, against the wishes of his mother, becomes a boxer. As he becomes more successful the fighter becomes surrounded by shady characters, including an unethical promoter named Roberts, who tempt the man with a number of vices. Charley finds himself faced with increasingly difficult choices.",5.25,/lnKYS1A1k78X5v5IpLA96e6EYoe.jpg,1947-11-11,Body and Soul,False,6.8,79
Gentleman's Agreement_1947,False,/4XMEwQVADrym6XWcxudH11caLCA.jpg,"[18, 10749]",33667,en,Gentleman's Agreement,A magazine writer poses as a Jew to expose anti-Semitism.,9.439,/sa4VJoUQmgU7bqWyIqu03fwS9Lj.jpg,1947-11-11,Gentleman's Agreement,False,7.1,195
Life with Father_1947,False,/1dbO38aZrL9HXPqdmjtERjK5NGS.jpg,"[35, 10751]",41465,en,Life with Father,A straitlaced turn-of-the-century father presides over a family of boys and the mother who really rules the roost.,4.203,/6b7xRttshmonGW6xzSCDMrHMTjA.jpg,1947-09-13,Life with Father,False,6.5,45
Mourning Becomes Electra_1947,False,/4TStewOWAHH2BT9YlRXOdByd9Ps.jpg,[18],82101,en,Mourning Becomes Electra,"Near the end of the Civil War, the proud residents of Mannon Manor await the return of shipping tycoon Ezra Mannon and son Orin. Meanwhile Ezra’s conniving wife Christine and daughter Lavinia vie for the love of a handsome captain with a dark secret while well-meaning neighbor Peter sets his sights on Lavinia.",2.349,/w5ooTXLHlciRyxKnXa7XG3p9RFj.jpg,1947-11-19,Mourning Becomes Electra,False,6.1,14
The Farmer's Daughter_1947,False,/2n1gPPZ0kANDTU2DcGksTqMYUbm.jpg,"[35, 10749]",43466,en,The Farmer's Daughter,"After leaving her family's farm to study nursing in the city, a young woman finds herself on an unexpected path towards politics.",3.492,/3y7bFqI3L5z9AXLJkioXkKa7YrG.jpg,1947-03-26,The Farmer's Daughter,False,7.1,26
Ride the Pink Horse_1947,False,/kKonSMRwXjgJY8jZlOkqd912XdA.jpg,"[18, 9648, 53]",18871,en,Ride the Pink Horse,A con man tries to blackmail a Mexican gangster.,3.022,/6oJWu5XZ5tb7EgJVmTdOlaqcsjf.jpg,1947-10-08,Ride the Pink Horse,False,7.3,51
Miracle on 34th Street_1947,False,/xGoSJGwTK9KfVwN04F5021cPgXg.jpg,"[35, 18, 10751]",11881,en,Miracle on 34th Street,"Kris Kringle, seemingly the embodiment of Santa Claus, is asked to portray the jolly old fellow at Macy's following his performance in the Thanksgiving Day parade. His portrayal is so complete that many begin to question if he truly is Santa Claus, while others question his sanity.",16.941,/qyAc9X9XHloIqy3oJbbZ44Cw0Hm.jpg,1947-06-04,Miracle on 34th Street,False,7.4,594
Crossfire_1947,False,/9QYqNGVKx0YabMExlwPXyUSuQFl.jpg,"[80, 18, 9648, 53]",28120,en,Crossfire,"A man is murdered, apparently by one of a group of soldiers just out of the army. But which one? And why?",7.251,/ureqJ4rHhFl4wjbiHIZAUORaYu9.jpg,1947-08-15,Crossfire,False,6.5,91
Kiss of Death_1947,False,/nV8bclTuYEvTKGdZuMWfhjR1vF5.jpg,"[80, 18, 53]",21454,en,Kiss of Death,An ex-con trying to go straight must face a crazed criminal out for revenge.,5.892,/lXOk752MdlFlXbyxjWt0FHHkTKs.jpg,1947-08-27,Kiss of Death,False,7,114
Possessed_1947,False,/d39Pj8OcGQcAmozW7UdyivQrOyy.jpg,"[18, 10749, 53]",20849,en,Possessed,"After being found wandering the streets of Los Angeles, a severely catatonic woman tells a doctor the complex story of how she wound up there.",4.643,/RfQXnFgzSpMzqLWYS3HN7qXrYQ.jpg,1947-05-29,Possessed,False,7,63
Smash-Up--The Story of a Woman_1947,False,/ivcFLwMa7Ix9XvNo2XXmlqWxadI.jpg,[18],48994,en,Smash-Up: The Story of a Woman,A nightclub singer uses alcohol in excess to sooth her painful life.,1.76,/zNTmxsWoDz6tQwEtTI266FFK5pj.jpg,1947-03-01,Smash-Up: The Story of a Woman,False,6,17
The Paradine Case_1947,False,/cRp7XI7VU9ngoq4RDSX3wJs2Faa.jpg,"[80, 18, 10749, 53]",31667,en,The Paradine Case,"Attorney Anthony Keane agrees to represent Londonite Mrs. Paradine, who has been fingered in her husband's murder. From the start, the married lawyer is drawn to the enigmatic beauty, and he begins to cast about for a way to exonerate his client. Keane puts the Paradine household servant on the stand, suggesting he is the killer. But Keane soon loses his way in the courtroom, and his half-baked plan sets off a stunning chain of events.",8.026,/faUkygLOpVA8roEYNYyQTX3llnJ.jpg,1947-12-31,The Paradine Case,False,6.2,199
The Egg and I_1947,False,/wKrduHShm4NiMZW8NmyosLKrvZU.jpg,"[35, 10749]",42342,en,The Egg and I,"World War II veteran Bob MacDonald surprises his new wife, Betty, by quitting his city job and moving them to a dilapidated farm in the country. While Betty gamely struggles with managing the crumbling house and holding off nosy neighbors and a recalcitrant pig, Bob makes plans for crops and livestock. The couple's bliss is shaken by a visit from a beautiful farm owner, who seems to want more from Bob than just managing her property.",3.822,/pzsj3YECC0vWmoUuN4Un8gM1YF.jpg,1947-05-01,The Egg and I,False,6.9,35
The Foxes of Harrow_1947,False,/iaAgWX8NcYDFNDgSjbknyItlsoO.jpg,"[10749, 18]",217155,en,The Foxes of Harrow,An Irish rascal and inveterate gambler uses his considerable skills at the gaming tables of New Orleans to become fabulously rich.,1.4,/8wZo33ewQXF8dKvlyhwCiEwiUCm.jpg,1947-09-24,The Foxes of Harrow,False,5.3,5
Great Expectations_1947,False,/xhqhy73o1Hu17c2usOxSmFb0c2d.jpg,"[10749, 18, 36]",14320,en,Great Expectations,"In this Dickens adaptation, orphan Pip discovers through lawyer Mr. Jaggers that a mysterious benefactor wishes to ensure that he becomes a gentleman. Reunited with his childhood patron, Miss Havisham, and his first love, the beautiful but emotionally cold Estella, he discovers that the elderly spinster has gone mad from having been left at the altar as a young woman, and has made her charge into a warped, unfeeling heartbreaker.",14.557,/ynaFuVvW2jaG06pMV67dOhzMYfJ.jpg,1946-12-26,Great Expectations,False,7.2,259
Black Narcissus_1947,False,/hAyWibhJjMHyWXrMVX8N2MrEqF8.jpg,[18],16391,en,Black Narcissus,"A group of Anglican nuns, led by Sister Clodagh, are sent to a mountain in the Himalayas. The climate in the region is hostile and the nuns are housed in an odd old palace. They work to establish a school and a hospital, but slowly their focus shifts. Sister Ruth falls for a government worker, Mr. Dean, and begins to question her vow of celibacy. As Sister Ruth obsesses over Mr. Dean, Sister Clodagh becomes immersed in her own memories of love.",12.734,/aJ3YY1sxGQu3Ozco05KLnEyQEiT.jpg,1947-05-26,Black Narcissus,False,7.6,365
The Ghost and Mrs. Muir_1947,False,/2km4LO6IRqBCcLBLSb9sgJq1hTd.jpg,"[14, 10749, 9648]",22292,en,The Ghost and Mrs. Muir,"In 1900, strong-willed widow Lucy Muir goes to live in Gull Cottage by the British seaside, even though it appears to be haunted. On her very first night she meets the ghost of the crusty former owner, Captain Gregg—and refuses to be scared off. They eventually become friends and allies, after Lucy gets used to the idea of a man's ghost haunting her bedroom.",8.123,/pCj4StGGiu52Rm1fLgnLanzklRz.jpg,1947-05-25,The Ghost and Mrs. Muir,False,7.6,238
Green Dolphin Street_1947,False,/jnrHsz0meZoJwcshhxqoMkXLgQC.jpg,"[18, 12, 10749]",108994,en,Green Dolphin Street,"Sophie loved Edmund, but he left town when her parents forced her to marry wealthy Octavius. Years later, Edmund returns with his son, William. Sophie's daughter, Marguerite, and William fall in love. Marguerite's sister, Marianne, also loves William. Timothy, a lowly carpenter, secretly loves Marianne. He kills a man in a fight, and Edmund helps him flee to New Zealand. William deserts inadvertently from the navy, and also flees in disgrace to New Zealand, where he and Timothy start a profitable business. One night, drunk, William writes Octavius, demanding his daughter's hand; but, being drunk, he asks for the wrong sister.",0.887,/otyQj68iZSm3ezzaQJOJa3rfRsW.jpg,1947-01-15,Green Dolphin Street,False,6.1,14
Mother Wore Tights_1947,False,/etd7TEKWJVTu8Ll0BIKYMV0UVqm.jpg,[10402],106825,en,Mother Wore Tights,"In this chronicle of a vaudeville family, Myrtle McKinley (class of 1900) goes to San Francisco to attend business school, but ends up in a chorus line. Soon, star Frank Burt notices her talent, hires her for a ""two-act"", then marries her. Incidents of the marriage and the growing pains of eldest daughter Miriam are followed, interspersed with nostalgic musical numbers.",2.013,/60FY8mXol3sRdbH4o12ylYPtQKE.jpg,1947-08-20,Mother Wore Tights,False,5.6,9
The Bishop's Wife_1947,False,/tk1F43dZc1RW66p3fXauylAIHwr.jpg,"[35, 18, 14, 10749]",19490,en,The Bishop's Wife,"An Episcopal Bishop, Henry Brougham, has been working for months on the plans for an elaborate new cathedral which he hopes will be paid for primarily by a wealthy, stubborn widow. He is losing sight of his family and of why he became a churchman in the first place. Enter Dudley, an angel sent to help him. Dudley does help everyone he meets, but not necessarily in the way they would have preferred. With the exception of Henry, everyone loves him, but Henry begins to believe that Dudley is there to replace him, both at work and in his family's affections, as Christmas approaches.",7.822,/2sMpffmvoJlW7WBcvyHTPR9DEsj.jpg,1947-12-25,The Bishop's Wife,False,7.1,186
Design for Death_1947,False,,[99],149245,en,Design for Death,"Documentary Feature winner ""Design for Death"" (1947) examines Japanese culture and how it led to Japan's role in WWII.",0.877,,1947-01-01,Design for Death,False,6,1
Journey into Medicine_1947,False,,[],114466,en,Journey Into Medicine,"A documentary/recruitment film originally intended for showings outside the United States to promote careers in public health and American methods in public health education. Directed by social documentarian Willard Van Dyke, and delivered entirely in the characteristic voice-over narration of that genre, the film centers around a young doctor, who during the course of his medical residency at the New York Presbyterian Hospital becomes disillusioned with the failures of the medical profession to address larger social and environmental health factors and discovers the field of public health. The young doctor moves to Baltimore to study at the Johns Hopkins School of Hygiene and Public Health and finds his professional calling fighting a diphtheria outbreak in the poverty-stricken streets and row-houses of East Baltimore.",0.6,,1947-12-01,Journey Into Medicine,False,5.5,2
The World Is Rich_1947,False,,[99],114468,en,The World Is Rich,"The World Is Rich is a 1947 British documentary film directed by Paul Rotha about food shortages after World War II, outlining steps underway to deal with the problems. It was nominated for an Academy Award for Best Documentary Feature.",0.6,/lap4keeoRNQnVVUuuyLXdDodWsw.jpg,1947-01-01,The World Is Rich,False,0,0
First Steps_1947,False,,[],240435,en,First Steps,"United Nations, 1947 - In this film one crippled child learns to walk: first to move, then to stand, and finally to take his first steps. The film deals with modern techniques of physiotherapy, and the need to develop the whole child - his emotions and his mind as well as his muscles - is stressed. Skilled adult workers offer not only massage and therapy, but also love and understanding, and occupational therapy for children and takes the form of both play and work. Movements learned become part of the daily jobs of feeding and dressing. Early attempts to walk are made with the help of apparatus. Finally the initially hesitant steps on his own are taken. As the film ends the boy walks.",0.6,/rK6KCxCBmG5AtzE8IWdTDazoK3S.jpg,1947-01-01,First Steps,False,5.8,6
Passport to Nowhere_1947,False,,[],240436,en,Passport to Nowhere,"1947 short film that was nominated for an Oscar in the category ""Best Documentary, Short Subjects""",0.6,/daG6Jsn8PJrnXI3gCBjOj0xvC68.jpg,1947-01-01,Passport to Nowhere,False,0,0
School in the Mailbox_1947,False,,[99],240437,en,School in the Mailbox,"In Australia, children live in the Outback, too far from others to travel to any school. The Australian government has a school with no student only teachers that correspond with their pupils and teach those children at their own pace.",0.6,/ySkNL6I09mGzWioaBZvgapt9kRB.jpg,1947-01-01,School in the Mailbox,False,6.4,5
Odd Man Out_1947,False,/uLAgNcZjhFegHoZvms8mn9BneJ3.jpg,"[80, 18, 53]",43461,en,Odd Man Out,Belfast police conduct a door-to-door manhunt for an IRA gunman wounded in a daring robbery.,7.808,/1xZkTIATlTtyd7Ybphev8ZTmJA0.jpg,1947-01-30,Odd Man Out,False,7.4,150
Captain from Castile_1947,False,/96OBCIrpNckv0B2H2Kag1vQk3UT.jpg,"[28, 10749]",44534,en,Captain from Castile,"Spain, 1518: young caballero Pedro De Vargas offends his sadistic neighbor De Silva, who just happens to be an officer of the Inquisition. Forced to flee, Pedro, friend Juan Garcia, and adoring servant girl Catana join Cortez' first expedition to Mexico. Arriving in the rich new land, Cortez decides to switch from exploration to conquest...with only 500 men. Embroiled in continuous adventures and a romantic interlude, Pedro almost forgets he has a deadly enemy...",3.868,/5DojmAjGSnISbZLg7C1Bb6dvXVJ.jpg,1947-12-25,Captain from Castile,False,7.2,22
Forever Amber_1947,False,/cRCZSGlKIVyVjgSXIfQsfCaxzbS.jpg,[18],104720,en,Forever Amber,"Amber St Clair, orphaned during the English Civil War and raised by a family of farmers, aspires to be a lady of high society; when a group of cavaliers ride into town, she sneaks away with them to London to achieve her dreams.",3.792,/lbqzwUxawDiKwPbIc46yKpDgL4R.jpg,1947-10-10,Forever Amber,False,5.8,20
Fiesta_1947,False,/wVqE4ieI5J5wqjBfIAIFNPdMl62.jpg,"[18, 10402, 10749]",43968,en,Fiesta,"When a matador leaves town to focus on his music, his twin sister takes on his identity in the bullfighting ring.",0.84,/nGaeLaoamxXVSWsU87OwgK9x522.jpg,1947-06-12,Fiesta,False,4.5,2
My Wild Irish Rose_1947,False,/aMwfeM5VMiohlLb2oukGTWjnmnc.jpg,[10402],217153,en,My Wild Irish Rose,Musical biography of Irish 19th century tenor Chauncey Olcott.,0.6,/8Me8IGmqd3iF4tA0bLBTyBBJf4n.jpg,1947-12-24,My Wild Irish Rose,False,6,6
Road to Rio_1947,False,/jsxs4MfNoOSRkFd4jR0hK6pkWQ6.jpg,[35],31980,en,Road to Rio,"Scat Sweeney, and Hot Lips Barton, two out of work musicians, stow away on board a Rio bound ship, after accidentally setting fire to the big top of a circus. They then get mixed up with a potential suicide Lucia, who first thanks them, then unexpectedly turns them over to the ship's captain. When they find out that she has been hypnotized, to go through a marriage of convenience, when the ship reaches Rio, the boys turn up at the ceremony, in order to stop the wedding, and to help catch the crooks.",2.588,/s8AVhKfLWbjEyAat1kUCulK77U1.jpg,1947-12-25,Road to Rio,False,6.7,33
Song of the South_1947,False,/cOTlXkHbpJzZgGFBMMCvDiIAaUS.jpg,"[10751, 10402]",13850,en,Song of the South,Uncle Remus draws upon his tales of Br'er Rabbit to help little Johnny deal with his confusion over his parents' separation as well as his new life on the plantation.,21.462,/lFlWpfcw8TCmZ88jw6e943vEbtu.jpg,1946-11-12,Song of the South,False,6.5,223
"The Time, the Place and the Girl_1947",,,,,,,,,,,,,,
The Perils of Pauline_1947,False,/hfEXbZpm90pkqnNITCFXgRKqEip.jpg,"[35, 10402]",149687,en,The Perils of Pauline,"Funloving Pearl White, working in a garment sweatshop, gets her big chance when she ""opens"" for a delayed Shakespeare play...with a comic vaudeville performance. Her brief stage career leads her into those ""horrible"" moving pictures, where she comes to love the chaotic world of silent movies, becoming queen of the serials. But the consequences of movie stardom may be more than her leading man can take",2.289,/pRuK1Q6WIAWbe2l88LbwaYtuzhK.jpg,1947-07-04,The Perils of Pauline,False,6.5,6
Good News_1947,False,/s518BymtHZvdkPwgOcgbJIxIxF7.jpg,"[35, 10749]",31513,en,Good News,"At fictitious Tait University in the Roaring '20s, co-ed and school librarian Connie Lane falls for football hero Tommy Marlowe. Unfortunately, he has his eye on gold-digging vamp Pat McClellan. Tommy's grades start to slip, which keeps him from playing in the big game. Connie eventually finds out Tommy really loves her and devises a plan to win him back and to get him back on the field.",2.459,/m9pwo2RskZkeTk0H0dce253RNpD.jpg,1947-12-04,Good News,False,6.3,18
